number,stpost,state,fip,year,id,V Mean,V.sd,V.lo,V.up,V Median,S,eg,eg.sd,eg.lo,eg.up,abs_eg,avg_eg,lag_eg,mcg_eg,bias,mmd,unc,majwin,dwin,plan,plancode,planelections,n,wrongwin,popdeviation,firstelection,commission,court,unified,divided,unified_dem,unified_rep,non-unified,pop_black,pop_hisp,seats_black,seats_hisp,urbanization,control
193,IL,Illinois,17,2000,IL2000,0.576,0.5,56.6,58.5,0.547,0.525,-0.126,0.010,-0.145,-0.106,0.126,-0.103,-0.136,-0.090,-0.008,-0.029,61,118,62,3,IL3,5,118,,,0,0,0,1,0,0,1,0,0.150,0.123,0.136,0.034,0.878,-1
194,IL,Illinois,17,2002,IL2002,0.564,0.5,55.3,57.5,0.596,0.559,-0.069,0.011,-0.090,-0.047,0.069,-0.079,-0.126,-0.046,0.008,0.032,45,118,66,4,IL4,5,118,,,1,0,0,1,0,1,0,0,0.149,0.130,0.161,0.059,0.879,1
195,IL,Illinois,17,2004,IL2004,0.570,0.7,55.6,58.4,0.592,0.551,-0.090,0.015,-0.117,-0.062,0.090,-0.079,-0.069,-0.063,0.008,0.021,61,118,65,4,IL4,5,118,,,0,0,0,1,0,1,0,0,0.147,0.137,0.161,0.059,0.881,1
196,IL,Illinois,17,2006,IL2006,0.593,0.6,58.1,60.3,0.588,0.559,-0.126,0.011,-0.146,-0.103,0.126,-0.079,-0.090,-0.118,0.000,-0.005,61,118,66,4,IL4,5,118,,,0,0,0,1,0,1,0,0,0.146,0.144,0.161,0.068,0.882,1
197,IL,Illinois,17,2008,IL2008,0.604,1.0,58.4,62.2,0.638,0.593,-0.114,0.019,-0.151,-0.074,0.114,-0.079,-0.126,-0.093,0.042,0.034,66,118,70,4,IL4,5,118,,,0,0,0,1,0,1,0,0,0.144,0.151,0.169,0.068,0.884,1
198,IL,Illinois,17,2010,IL2010,0.519,0.6,50.7,53.1,0.531,0.542,0.004,0.012,-0.020,0.028,0.004,-0.079,-0.114,0.018,0.025,0.012,53,118,64,4,IL4,5,118,,,0,0,0,1,0,1,0,0,0.143,0.158,0.161,0.068,0.885,1
199,IL,Illinois,17,2012,IL2012,0.569,1.0,55.0,58.8,0.596,0.602,-0.036,0.019,-0.074,0.002,0.036,-0.006,0.004,0.022,0.034,0.027,71,118,71,5,IL5,2,118,,0.000,1,0,0,1,0,1,0,0,0.142,0.165,0.169,0.085,0.886,1
200,IL,Illinois,17,2014,IL2014,0.539,0.5,52.9,54.9,0.544,0.602,0.024,0.010,0.004,0.044,0.024,-0.006,-0.036,,0.008,0.005,71,118,71,5,IL5,2,118,,,0,0,0,1,0,1,0,0,0.140,0.172,0.186,0.076,0.888,1
201,IN,Indiana,18,1992,IN1992,0.506,0.4,49.8,51.3,0.510,0.550,0.039,0.008,0.025,0.053,0.039,0.031,,0.041,0.020,0.005,29,100,55,3,IN3,5,100,,,1,0,0,0,1,0,0,1,0.078,0.021,0.070,0.010,0.694,0
202,IN,Indiana,18,1994,IN1994,0.452,0.7,43.8,46.4,0.466,0.440,0.037,0.013,0.012,0.064,0.037,0.031,0.039,0.025,0.050,0.014,38,100,44,3,IN3,5,100,,,0,0,0,0,1,0,0,1,0.079,0.025,0.080,0.010,0.698,0
203,IN,Indiana,18,1996,IN1996,0.496,0.4,48.8,50.5,0.491,0.500,0.008,0.009,-0.009,0.025,0.008,0.031,0.037,0.020,0.000,-0.005,30,100,50,3,IN3,5,100,,,0,0,0,0,1,0,0,1,0.081,0.028,0.070,0.010,0.701,0
204,IN,Indiana,18,1998,IN1998,0.501,0.6,49.0,51.3,0.531,0.530,0.028,0.012,0.004,0.050,0.028,0.031,0.008,0.027,0.030,0.030,41,100,53,3,IN3,5,100,,,0,0,0,0,1,0,0,1,0.082,0.032,0.070,0.010,0.705,0
205,IN,Indiana,18,2000,IN2000,0.495,0.6,48.2,50.7,0.526,0.530,0.041,0.013,0.016,0.066,0.041,0.031,0.028,0.041,0.030,0.032,42,100,53,3,IN3,5,100,Y,,0,0,0,0,1,0,0,1,0.083,0.035,0.070,0.010,0.708,0
206,IN,Indiana,18,2002,IN2002,0.454,0.7,43.9,46.9,0.502,0.510,0.102,0.015,0.072,0.132,0.102,0.023,0.041,0.064,0.040,0.048,50,100,51,4,IN4,5,100,Y,,1,0,0,0,1,0,0,1,0.084,0.040,0.070,0.010,0.711,0
207,IN,Indiana,18,2004,IN2004,0.469,0.6,45.8,48.0,0.486,0.480,0.043,0.012,0.020,0.064,0.043,0.023,0.102,0.030,0.010,0.018,43,100,48,4,IN4,5,100,,,0,0,0,0,1,0,0,1,0.086,0.045,0.080,0.010,0.714,0
208,IN,Indiana,18,2006,IN2006,0.519,0.5,51.0,52.9,0.531,0.510,-0.029,0.009,-0.047,-0.009,0.029,0.023,0.043,-0.028,0.010,0.012,36,100,51,4,IN4,5,100,,,0,0,0,0,1,0,0,1,0.087,0.050,0.080,0.010,0.718,0
209,IN,Indiana,18,2008,IN2008,0.516,0.5,50.7,52.5,0.510,0.520,-0.011,0.009,-0.030,0.007,0.011,0.023,-0.029,0.009,-0.010,-0.005,34,100,52,4,IN4,5,100,,,0,0,0,0,1,0,0,1,0.089,0.055,0.080,0.010,0.721,0
210,IN,Indiana,18,2010,IN2010,0.446,0.4,43.9,45.3,0.428,0.400,0.009,0.007,-0.006,0.023,0.009,0.023,-0.011,0.010,-0.020,-0.018,29,100,40,4,IN4,5,100,,,0,0,0,0,1,0,0,1,0.090,0.060,0.080,0.020,0.724,0
211,IN,Indiana,18,2012,IN2012,0.473,0.4,46.6,48.0,0.423,0.310,-0.136,0.007,-0.151,-0.122,0.136,-0.106,0.009,-0.121,-0.130,-0.050,32,100,31,5,IN5,2,100,,0.017,1,0,0,1,0,0,1,0,0.091,0.065,0.080,0.030,0.727,-1
212,IN,Indiana,18,2014,IN2014,0.433,0.5,42.3,44.2,0.378,0.290,-0.075,0.010,-0.093,-0.056,0.075,-0.106,-0.136,,-0.120,-0.055,50,100,29,5,IN5,2,100,,,0,0,0,1,0,0,1,0,0.093,0.070,0.080,0.010,0.730,-1
213,IA,Iowa,19,1972,IA1972,0.492,0.1,49.0,49.3,0.489,0.440,-0.044,0.002,-0.047,-0.041,0.044,-0.002,,-0.040,-0.010,-0.003,3,100,44,1,IA1,5,100,,,1,0,1,0,0,0,0,1,0.012,0.007,0.010,0.000,0.575,0
214,IA,Iowa,19,1974,IA1974,0.541,0.1,53.9,54.4,0.541,0.610,0.027,0.002,0.022,0.032,0.027,-0.002,-0.044,0.027,0.000,-0.001,7,100,61,1,IA1,5,100,,,0,0,1,0,0,0,0,1,0.013,0.007,0.020,0.000,0.578,0
215,IA,Iowa,19,1976,IA1976,0.528,0.2,52.5,53.1,0.537,0.600,0.044,0.003,0.038,0.051,0.044,-0.002,0.027,0.045,0.020,0.009,10,100,60,1,IA1,5,100,,,0,0,1,0,0,0,0,1,0.013,0.008,0.020,0.000,0.580,0
216,IA,Iowa,19,1978,IA1978,0.472,0.3,46.5,47.8,0.479,0.440,-0.004,0.007,-0.016,0.009,0.004,-0.002,0.044,-0.021,0.050,0.007,23,100,44,1,IA1,5,100,,,0,0,1,0,0,0,0,1,0.014,0.008,0.000,0.000,0.583,0
217,IA,Iowa,19,1980,IA1980,0.476,0.3,46.9,48.2,0.476,0.420,-0.032,0.007,-0.044,-0.018,0.032,-0.002,-0.004,-0.036,0.000,0.000,14,100,42,1,IA1,5,100,,,0,0,1,0,0,0,0,1,0.014,0.009,0.000,0.000,0.586,0
218,IA,Iowa,19,1982,IA1982,0.528,0.2,52.3,53.3,0.540,0.600,0.045,0.005,0.035,0.054,0.045,0.038,-0.032,0.055,0.030,0.012,17,100,60,2,IA2,5,100,,,1,1,0,0,0,0,0,1,0.015,0.010,0.000,0.000,0.588,0
219,IA,Iowa,19,1984,IA1984,0.518,0.3,51.2,52.4,0.539,0.600,0.064,0.006,0.053,0.076,0.064,0.038,0.045,0.061,0.060,0.021,27,100,60,2,IA2,5,100,,,0,1,0,0,0,0,0,1,0.015,0.010,0.000,0.000,0.589,0
220,IA,Iowa,19,1986,IA1986,0.526,0.4,51.9,53.4,0.527,0.580,0.027,0.008,0.012,0.042,0.027,0.038,0.064,0.029,0.000,0.000,35,100,58,2,IA2,5,100,,,0,1,0,0,0,0,0,1,0.016,0.011,0.000,0.000,0.591,0
221,IA,Iowa,19,1988,IA1988,0.538,0.3,53.1,54.4,0.547,0.610,0.035,0.006,0.022,0.047,0.035,0.038,0.027,0.048,0.010,0.010,21,100,61,2,IA2,5,100,,,0,1,0,0,0,0,0,1,0.016,0.011,0.000,0.000,0.592,0
222,IA,Iowa,19,1990,IA1990,0.515,0.5,50.6,52.5,0.521,0.550,0.019,0.009,0.000,0.038,0.019,0.038,0.035,0.008,0.020,0.005,32,100,55,2,IA2,5,100,,,0,1,0,0,0,0,0,1,0.017,0.012,0.010,0.000,0.594,0
223,IA,Iowa,19,1992,IA1992,0.501,0.5,49.2,51.0,0.487,0.480,-0.021,0.009,-0.041,-0.004,0.021,-0.043,0.019,-0.030,-0.030,-0.013,28,100,48,3,IA3,5,100,Y,,1,1,0,0,0,0,0,1,0.018,0.015,0.010,0.000,0.597,0
224,IA,Iowa,19,1994,IA1994,0.460,0.6,44.9,47.1,0.445,0.360,-0.060,0.011,-0.082,-0.037,0.060,-0.043,-0.021,-0.070,-0.080,-0.015,41,100,36,3,IA3,5,100,,,0,1,0,0,0,0,0,1,0.019,0.018,0.010,0.000,0.601,0
225,IA,Iowa,19,1996,IA1996,0.490,0.3,48.3,49.6,0.467,0.460,-0.019,0.007,-0.032,-0.006,0.019,-0.043,-0.060,-0.024,-0.030,-0.023,24,100,46,3,IA3,5,100,,,0,1,0,0,0,0,0,1,0.019,0.022,0.010,0.000,0.604,0
226,IA,Iowa,19,1998,IA1998,0.495,0.6,48.4,50.6,0.478,0.440,-0.050,0.011,-0.071,-0.027,0.050,-0.043,-0.019,-0.056,-0.050,-0.017,40,100,44,3,IA3,5,100,,,0,1,0,0,0,0,0,1,0.020,0.025,0.010,0.000,0.608,0
227,IA,Iowa,19,2000,IA2000,0.502,0.5,49.2,51.2,0.466,0.440,-0.064,0.010,-0.083,-0.045,0.064,-0.043,-0.050,-0.056,-0.060,-0.036,36,100,44,3,IA3,5,100,Y,,0,1,0,0,0,0,0,1,0.021,0.028,0.010,0.000,0.611,0
228,IA,Iowa,19,2002,IA2002,0.500,0.5,48.9,51.0,0.480,0.460,-0.041,0.011,-0.061,-0.019,0.041,-0.011,-0.064,-0.025,-0.040,-0.020,38,100,46,4,IA4,5,100,Y,,1,1,0,0,0,0,0,1,0.023,0.032,0.030,0.000,0.617,0
229,IA,Iowa,19,2004,IA2004,0.503,0.4,49.4,51.1,0.486,0.490,-0.015,0.008,-0.032,0.001,0.015,-0.011,-0.041,0.004,-0.010,-0.016,38,100,49,4,IA4,5,100,Y,,0,1,0,0,0,0,0,1,0.024,0.037,0.030,0.000,0.623,0
230,IA,Iowa,19,2006,IA2006,0.531,0.5,52.1,54.0,0.526,0.545,-0.017,0.010,-0.035,0.003,0.017,-0.011,-0.015,-0.008,-0.025,-0.005,41,99,54,4,IA4,5,99,,,0,1,0,0,0,0,0,1,0.026,0.041,0.040,0.000,0.628,0
231,IA,Iowa,19,2008,IA2008,0.517,0.3,51.2,52.3,0.524,0.560,0.025,0.006,0.013,0.036,0.025,-0.011,-0.017,0.044,0.010,0.007,23,100,56,4,IA4,5,100,,,0,1,0,0,0,0,0,1,0.027,0.046,0.060,0.000,0.634,0
232,IA,Iowa,19,2010,IA2010,0.455,0.5,44.5,46.4,0.464,0.400,-0.009,0.010,-0.028,0.010,0.009,-0.011,0.025,-0.013,0.030,0.009,33,100,40,4,IA4,5,100,,,0,1,0,0,0,0,0,1,0.029,0.050,0.050,0.000,0.640,0
233,IA,Iowa,19,2012,IA2012,0.518,0.3,51.2,52.4,0.496,0.470,-0.066,0.006,-0.077,-0.053,0.066,-0.032,-0.009,-0.069,-0.060,-0.022,31,100,47,5,IA5,2,100,Y,0.019,1,1,0,0,0,0,0,1,0.031,0.054,0.050,0.000,0.646,0
234,IA,Iowa,19,2014,IA2014,0.464,0.6,45.2,47.5,0.436,0.430,0.003,0.012,-0.020,0.026,0.003,-0.032,-0.066,,-0.050,-0.028,50,100,43,5,IA5,2,100,,,0,1,0,0,0,0,0,1,0.032,0.059,0.050,0.000,0.652,0
235,KS,Kansas,20,1972,KS1972,0.480,0.3,47.4,48.6,0.450,0.360,-0.100,0.006,-0.112,-0.087,0.100,-0.050,,-0.083,-0.076,-0.029,36,125,45,1,KS1,5,125,,,1,0,0,0,1,0,0,1,0.048,0.022,0.032,0.008,0.662,0
236,KS,Kansas,20,1974,KS1974,0.508,0.3,50.1,51.5,0.476,0.424,-0.092,0.007,-0.105,-0.078,0.092,-0.050,-0.100,-0.093,-0.076,-0.033,36,125,53,1,KS1,5,125,Y,,0,0,0,0,1,0,0,1,0.050,0.023,0.040,0.008,0.663,0
237,KS,Kansas,20,1976,KS1976,0.526,0.4,51.8,53.3,0.516,0.520,-0.033,0.008,-0.047,-0.017,0.033,-0.050,-0.092,-0.009,-0.020,-0.010,42,125,65,1,KS1,5,125,,,0,0,0,0,1,0,0,1,0.051,0.025,0.040,0.000,0.665,0
238,KS,Kansas,20,1978,KS1978,0.494,0.4,48.7,50.1,0.485,0.452,-0.037,0.007,-0.050,-0.022,0.037,-0.050,-0.033,-0.019,-0.032,-0.009,32,124,56,1,KS1,5,125,,,0,0,0,0,1,0,0,1,0.052,0.026,0.032,0.000,0.666,0
239,KS,Kansas,20,1980,KS1980,0.457,0.5,44.5,46.7,0.431,0.424,0.011,0.011,-0.010,0.033,0.011,-0.050,-0.037,-0.007,-0.020,-0.025,47,125,53,1,KS1,5,125,,,0,0,0,0,1,0,0,1,0.053,0.027,0.032,0.000,0.667,0
240,KS,Kansas,20,1982,KS1982,0.488,0.4,48.1,49.6,0.474,0.424,-0.053,0.008,-0.068,-0.037,0.053,-0.032,0.011,-0.046,-0.044,-0.015,41,125,53,2,KS2,4,125,,,1,0,0,0,1,0,0,1,0.054,0.029,0.024,0.008,0.673,0
241,KS,Kansas,20,1984,KS1984,0.464,0.5,45.4,47.4,0.422,0.392,-0.036,0.010,-0.055,-0.016,0.036,-0.032,-0.053,-0.025,-0.068,-0.042,49,125,49,2,KS2,4,125,,,0,0,0,0,1,0,0,1,0.055,0.031,0.024,0.008,0.678,0
242,KS,Kansas,20,1986,KS1986,0.473,0.6,46.1,48.4,0.424,0.408,-0.037,0.012,-0.061,-0.013,0.037,-0.032,-0.036,-0.047,-0.060,-0.049,60,125,51,2,KS2,4,125,,,0,0,0,0,1,0,0,1,0.055,0.034,0.024,0.008,0.684,0
243,KS,Kansas,20,1988,KS1988,0.483,0.4,47.6,48.9,0.485,0.464,-0.002,0.007,-0.015,0.012,0.002,-0.032,-0.037,0.009,0.004,0.002,26,125,58,2,KS2,4,125,,,0,0,0,0,1,0,0,1,0.056,0.036,0.024,0.016,0.689,0
244,KS,Kansas,20,1990,KS1990,0.500,0.4,49.2,50.8,0.502,0.496,-0.004,0.008,-0.020,0.012,0.004,-0.004,-0.002,0.006,0.012,0.002,26,125,62,2,KS2.1,1,125,,,1,0,1,0,0,0,0,1,0.057,0.038,0.024,0.016,0.695,0
245,KS,Kansas,20,1992,KS1992,0.487,0.3,48.1,49.4,0.487,0.480,0.006,0.006,-0.007,0.018,0.006,-0.017,-0.004,0.007,0.004,0.000,24,125,60,3,KS3,5,125,,,1,0,0,0,1,0,0,1,0.057,0.044,0.032,0.008,0.699,0
246,KS,Kansas,20,1994,KS1994,0.430,0.5,42.1,44.0,0.427,0.363,0.002,0.009,-0.016,0.021,0.002,-0.017,0.006,-0.002,-0.008,-0.004,39,124,45,3,KS3,5,125,,,0,0,0,0,1,0,0,1,0.057,0.051,0.040,0.008,0.703,0
247,KS,Kansas,20,1996,KS1996,0.444,0.5,43.5,45.3,0.402,0.392,0.004,0.009,-0.013,0.021,0.004,-0.017,0.002,-0.008,-0.084,-0.042,43,125,49,3,KS3,5,125,,,0,0,0,0,1,0,0,1,0.056,0.057,0.040,0.008,0.706,0
248,KS,Kansas,20,1998,KS1998,0.458,0.6,44.4,47.0,0.411,0.384,-0.031,0.013,-0.056,-0.005,0.031,-0.017,0.004,-0.035,-0.084,-0.046,64,125,48,3,KS3,5,125,,,0,0,0,0,1,0,0,1,0.056,0.064,0.040,0.008,0.710,0
249,KS,Kansas,20,2000,KS2000,0.466,0.8,45.1,48.1,0.402,0.368,-0.064,0.015,-0.094,-0.034,0.064,-0.017,-0.031,-0.063,-0.092,-0.064,58,125,46,3,KS3,5,125,,,0,0,0,0,1,0,0,1,0.056,0.070,0.040,0.008,0.714,0
250,KS,Kansas,20,2002,KS2002,0.470,1.0,45.1,48.9,0.424,0.360,-0.079,0.020,-0.119,-0.041,0.079,-0.060,-0.064,-0.052,-0.108,-0.046,70,125,45,4,KS4,5,125,,,1,0,0,1,0,0,1,0,0.056,0.077,0.040,0.008,0.720,-1
251,KS,Kansas,20,2004,KS2004,0.447,0.7,43.3,45.9,0.401,0.336,-0.057,0.013,-0.082,-0.030,0.057,-0.060,-0.079,-0.056,-0.092,-0.046,69,125,42,4,KS4,5,125,,,0,0,0,1,0,0,1,0,0.056,0.084,0.040,0.024,0.725,-1
252,KS,Kansas,20,2006,KS2006,0.490,0.6,47.7,50.3,0.455,0.376,-0.104,0.013,-0.130,-0.078,0.104,-0.060,-0.057,-0.076,-0.092,-0.036,50,125,47,4,KS4,5,125,,,0,0,0,1,0,0,1,0,0.057,0.091,0.040,0.024,0.731,-1
253,KS,Kansas,20,2008,KS2008,0.461,0.7,44.7,47.4,0.415,0.384,-0.037,0.014,-0.063,-0.011,0.037,-0.060,-0.104,-0.045,-0.060,-0.046,50,125,48,4,KS4,5,125,,,0,0,0,1,0,0,1,0,0.057,0.098,0.040,0.024,0.736,-1
254,KS,Kansas,20,2010,KS2010,0.394,0.7,38.1,40.9,0.361,0.264,-0.025,0.015,-0.054,0.003,0.025,-0.060,-0.037,-0.042,-0.092,-0.034,54,125,33,4,KS4,5,125,,,0,0,0,1,0,0,1,0,0.057,0.105,0.040,0.032,0.742,-1
255,KS,Kansas,20,2012,KS2012,0.434,0.4,42.6,44.2,0.404,0.264,-0.105,0.008,-0.120,-0.089,0.105,-0.110,-0.025,-0.111,-0.092,-0.030,41,125,33,5,KS5,2,125,,0.029,1,0,1,0,0,0,0,1,0.057,0.112,0.048,0.048,0.748,0
256,KS,Kansas,20,2014,KS2014,0.419,0.5,40.9,42.8,0.379,0.224,-0.114,0.010,-0.132,-0.093,0.114,-0.110,-0.105,,-0.124,-0.040,50,125,28,5,KS5,2,125,,,0,0,1,0,0,0,0,1,0.057,0.119,0.048,0.048,0.753,0
257,KY,Kentucky,21,1973,KY1973,0.630,0.7,61.7,64.3,0.665,0.800,0.040,0.013,0.014,0.067,0.040,0.042,,,0.180,0.035,49,100,80,1,KY1,5,100,,,1,0,0,1,0,1,0,0,0.071,0.004,0.020,0.000,0.519,1
258,KY,Kentucky,21,1975,KY1975,0.611,0.8,59.6,62.7,0.662,0.780,0.058,0.016,0.027,0.088,0.058,0.042,0.040,,0.120,0.051,47,100,78,1,KY1,5,100,,,0,0,0,1,0,1,0,0,0.071,0.005,0.020,0.000,0.516,1
259,KY,Kentucky,21,1977,KY1977,0.616,0.9,59.9,63.3,0.660,0.780,0.048,0.018,0.014,0.083,0.048,0.042,0.058,,0.150,0.043,56,100,78,1,KY1,5,100,,,0,0,0,1,0,1,0,0,0.071,0.006,0.020,0.000,0.513,1
260,KY,Kentucky,21,1979,KY1979,0.612,1.0,59.2,63.2,0.662,0.750,0.026,0.020,-0.013,0.065,0.026,0.042,0.048,,0.140,0.050,60,100,75,1,KY1,5,100,,,0,0,0,1,0,1,0,0,0.070,0.007,0.030,0.000,0.510,1
261,KY,Kentucky,21,1981,KY1981,0.611,1.0,59.0,63.2,0.658,0.760,0.039,0.021,-0.004,0.080,0.039,0.042,0.026,,0.140,0.047,56,100,76,1,KY1,5,100,,,0,0,0,1,0,1,0,0,0.070,0.008,0.030,0.000,0.514,1
262,KY,Kentucky,21,1984,KY1984,0.556,0.7,54.2,57.0,0.603,0.740,0.129,0.014,0.100,0.156,0.129,0.077,0.039,0.091,0.080,0.047,53,100,74,2,KY2,4,100,,,1,0,0,1,0,1,0,0,0.070,0.007,0.010,0.000,0.529,1
263,KY,Kentucky,21,1986,KY1986,0.596,0.9,57.9,61.4,0.651,0.730,0.039,0.018,0.003,0.072,0.039,0.077,0.129,0.081,0.160,0.056,61,100,73,2,KY2,4,100,,,0,0,0,1,0,1,0,0,0.071,0.007,0.010,0.000,0.538,1
264,KY,Kentucky,21,1988,KY1988,0.571,1.0,55.2,59.1,0.623,0.720,0.077,0.020,0.038,0.115,0.077,0.077,0.039,0.058,0.100,0.051,72,100,72,2,KY2,4,100,,,0,0,0,1,0,1,0,0,0.071,0.006,0.020,0.000,0.548,1
265,KY,Kentucky,21,1990,KY1990,0.558,0.8,54.2,57.4,0.617,0.680,0.064,0.017,0.032,0.096,0.064,0.077,0.077,0.045,0.100,0.059,46,100,68,2,KY2,4,100,,,0,0,0,1,0,1,0,0,0.071,0.006,0.020,0.000,0.558,1
266,KY,Kentucky,21,1992,KY1992,0.564,1.0,54.4,58.5,0.605,0.720,0.092,0.020,0.051,0.133,0.092,0.091,0.064,0.069,0.150,0.041,63,100,72,2.1,KY2.1,2,100,,,1,0,0,1,0,1,0,0,0.071,0.008,0.030,0.000,0.558,1
267,KY,Kentucky,21,1994,KY1994,0.521,1.0,50.2,54.0,0.595,0.630,0.089,0.019,0.049,0.125,0.089,0.091,0.092,0.031,0.120,0.074,68,100,63,2.1,KY2.1,2,100,,,0,0,0,1,0,1,0,0,0.072,0.010,0.040,0.000,0.558,1
268,KY,Kentucky,21,1996,KY1996,0.529,0.6,51.7,54.2,0.564,0.640,0.082,0.013,0.056,0.105,0.082,0.070,0.089,0.032,0.080,0.034,45,100,64,3,KY3,3,100,,,1,0,0,1,0,1,0,0,0.072,0.011,0.040,0.000,0.558,1
269,KY,Kentucky,21,1998,KY1998,0.562,1.0,54.4,58.2,0.596,0.660,0.035,0.020,-0.005,0.072,0.035,0.070,0.082,0.041,0.080,0.033,51,100,66,3,KY3,3,100,,,0,0,0,1,0,1,0,0,0.073,0.013,0.040,0.000,0.558,1
270,KY,Kentucky,21,2000,KY2000,0.533,1.0,51.4,55.5,0.584,0.660,0.093,0.020,0.051,0.132,0.093,0.070,0.035,0.045,0.120,0.050,68,100,66,3,KY3,3,100,,,0,0,0,1,0,1,0,0,0.073,0.015,0.040,0.000,0.558,1
271,KY,Kentucky,21,2002,KY2002,0.543,0.9,52.8,56.0,0.622,0.650,0.064,0.017,0.029,0.095,0.064,0.038,0.093,0.086,0.120,0.079,67,100,65,4,KY4,6,100,,,1,0,0,0,1,0,0,1,0.074,0.018,0.050,0.000,0.563,0
272,KY,Kentucky,21,2004,KY2004,0.499,0.8,48.6,51.7,0.532,0.570,0.071,0.016,0.035,0.098,0.071,0.038,0.064,0.040,0.070,0.032,48,100,57,4,KY4,6,100,Y,,0,0,0,0,1,0,0,1,0.075,0.021,0.050,0.000,0.568,0
273,KY,Kentucky,21,2006,KY2006,0.572,0.8,55.6,58.8,0.593,0.610,-0.034,0.016,-0.066,-0.002,0.034,0.038,0.071,0.004,0.010,0.021,56,100,61,4,KY4,6,100,,,0,0,0,0,1,0,0,1,0.075,0.025,0.060,0.000,0.574,0
274,KY,Kentucky,21,2008,KY2008,0.563,1.5,53.4,59.3,0.603,0.650,0.023,0.029,-0.037,0.081,0.023,0.038,-0.034,0.043,0.090,0.039,74,100,65,4,KY4,6,100,,,0,0,0,0,1,0,0,1,0.076,0.028,0.060,0.000,0.579,0
275,KY,Kentucky,21,2010,KY2010,0.504,1.0,48.3,52.5,0.548,0.580,0.072,0.021,0.031,0.113,0.072,0.038,0.023,0.079,0.070,0.044,49,100,58,4,KY4,6,100,,,0,0,0,0,1,0,0,1,0.077,0.031,0.070,0.000,0.584,0
276,KY,Kentucky,21,2012,KY2012,0.508,0.9,49.2,52.4,0.549,0.550,0.033,0.017,0.002,0.067,0.033,0.038,0.072,0.002,0.040,0.041,56,100,55,5,KY4,6,100,,0.100,0,0,0,0,1,0,0,1,0.078,0.034,0.060,0.000,0.589,0
277,KY,Kentucky,21,2014,KY2014,0.511,0.7,49.8,52.5,0.536,0.540,0.018,0.014,-0.009,0.044,0.018,0.018,0.033,,0.030,0.025,50,100,54,5.1,KY5,1,100,,,1,0,0,0,1,0,0,1,0.079,0.037,0.060,0.000,0.594,0
278,ME,Maine,23,1978,ME1978,0.505,0.3,49.8,51.2,0.513,0.513,0.003,0.007,-0.011,0.017,0.003,0.020,,-0.016,0.013,0.008,52,150,77,1,ME1,3,151,,,1,0,1,0,0,0,0,1,0.003,0.005,0.000,0.000,0.482,0
279,ME,Maine,23,1980,ME1980,0.516,0.4,50.8,52.4,0.522,0.556,0.024,0.008,0.008,0.040,0.024,0.020,0.003,0.030,0.023,0.006,42,151,84,1,ME1,3,151,,,0,0,1,0,0,0,0,1,0.003,0.005,0.000,0.000,0.475,0
280,ME,Maine,23,1982,ME1982,0.538,0.4,53.1,54.5,0.565,0.609,0.033,0.007,0.019,0.046,0.033,0.020,0.024,0.035,0.043,0.027,44,151,92,2,ME1,3,151,,,0,0,1,0,0,0,0,1,0.003,0.005,0.000,0.000,0.465,0
281,ME,Maine,23,1984,ME1984,0.510,0.4,50.3,51.7,0.525,0.556,0.036,0.007,0.022,0.050,0.036,0.033,0.033,0.028,0.036,0.015,51,151,84,2,ME2,5,151,,,1,0,0,0,1,0,0,1,0.003,0.005,0.000,0.000,0.455,0
282,ME,Maine,23,1986,ME1986,0.516,0.2,51.2,52.1,0.537,0.570,0.037,0.004,0.028,0.046,0.037,0.033,0.036,0.023,0.036,0.021,17,151,86,2,ME2,5,151,,,0,0,0,0,1,0,0,1,0.004,0.006,0.000,0.000,0.446,0
283,ME,Maine,23,1988,ME1988,0.550,0.3,54.4,55.5,0.593,0.649,0.050,0.006,0.038,0.061,0.050,0.033,0.037,0.054,0.063,0.044,32,151,98,2,ME2,5,151,,,0,0,0,0,1,0,0,1,0.004,0.006,0.000,0.000,0.436,0
284,ME,Maine,23,1990,ME1990,0.563,0.4,55.5,57.0,0.586,0.642,0.017,0.007,0.002,0.032,0.017,0.033,0.050,0.033,0.036,0.023,37,151,97,2,ME2,5,151,,,0,0,0,0,1,0,0,1,0.004,0.006,0.000,0.000,0.426,0
285,ME,Maine,23,1992,ME1992,0.542,0.3,53.5,54.8,0.565,0.607,0.023,0.007,0.010,0.037,0.023,0.033,0.017,0.030,0.053,0.023,34,150,91,3,ME2,5,151,,,0,0,0,0,1,0,0,1,0.004,0.006,0.000,0.000,0.421,0
286,ME,Maine,23,1994,ME1994,0.508,0.4,50.0,51.6,0.504,0.510,-0.005,0.008,-0.022,0.009,0.005,0.001,0.023,-0.006,-0.023,-0.004,36,151,77,3,ME3,5,151,,,1,0,1,0,0,0,0,1,0.004,0.006,0.000,0.000,0.416,0
287,ME,Maine,23,1996,ME1996,0.528,0.2,52.4,53.3,0.509,0.540,-0.016,0.004,-0.026,-0.008,0.016,0.001,-0.005,-0.019,-0.033,-0.020,14,150,81,3,ME3,5,151,,,0,0,1,0,0,0,0,1,0.005,0.007,0.000,0.000,0.412,0
