district,year,plan,winner,winner_plan
6,2002,NC4,R,R
7,2002,NC4,D,D
8,2002,NC4,R,X
9,2002,NC4,R,R
10,2002,NC4,R,R
11,2002,NC4,R,X
12,2002,NC4,D,D
13,2002,NC4,D,D
1,2004,NC4,D,D
2,2004,NC4,D,X
3,2004,NC4,R,R
4,2004,NC4,D,D
5,2004,NC4,R,R
6,2004,NC4,R,R
7,2004,NC4,D,D
8,2004,NC4,R,X
9,2004,NC4,R,R
10,2004,NC4,R,R
11,2004,NC4,R,X
12,2004,NC4,D,D
13,2004,NC4,D,D
1,2006,NC4,D,D
2,2006,NC4,D,X
3,2006,NC4,R,R
4,2006,NC4,D,D
5,2006,NC4,R,R
6,2006,NC4,R,R
7,2006,NC4,D,D
8,2006,NC4,R,X
9,2006,NC4,R,R
10,2006,NC4,R,R
11,2006,NC4,D,X
12,2006,NC4,D,D
13,2006,NC4,D,D
1,2008,NC4,D,D
2,2008,NC4,D,X
3,2008,NC4,R,R
4,2008,NC4,D,D
5,2008,NC4,R,R
6,2008,NC4,R,R
7,2008,NC4,D,D
8,2008,NC4,D,X
9,2008,NC4,R,R
10,2008,NC4,R,R
11,2008,NC4,D,X
12,2008,NC4,D,D
13,2008,NC4,D,D
1,2010,NC4,D,D
2,2010,NC4,R,X
3,2010,NC4,R,R
4,2010,NC4,D,D
5,2010,NC4,R,R
6,2010,NC4,R,R
7,2010,NC4,D,D
8,2010,NC4,D,X
9,2010,NC4,R,R
10,2010,NC4,R,R
11,2010,NC4,D,X
12,2010,NC4,D,D
13,2010,NC4,D,D
1,2012,NC5,D,D
2,2012,NC5,R,R
3,2012,NC5,R,R
4,2012,NC5,D,D
5,2012,NC5,R,R
6,2012,NC5,R,R
7,2012,NC5,D,X
8,2012,NC5,R,R
9,2012,NC5,R,R
10,2012,NC5,R,R
11,2012,NC5,R,R
12,2012,NC5,D,D
13,2012,NC5,R,R
1,2014,NC5,D,D
2,2014,NC5,R,R
3,2014,NC5,R,R
4,2014,NC5,D,D
5,2014,NC5,R,R
6,2014,NC5,R,R
7,2014,NC5,R,X
8,2014,NC5,R,R
9,2014,NC5,R,R
10,2014,NC5,R,R
11,2014,NC5,R,R
12,2014,NC5,D,D
13,2014,NC5,R,R
1,2016,NC5.1,D,D
2,2016,NC5.1,R,R
3,2016,NC5.1,R,R
4,2016,NC5.1,D,D
5,2016,NC5.1,R,R
6,2016,NC5.1,R,R
7,2016,NC5.1,R,R
8,2016,NC5.1,R,R
9,2016,NC5.1,R,R
10,2016,NC5.1,R,R
11,2016,NC5.1,R,R
12,2016,NC5.1,D,D
13,2016,NC5.1,R,R
1,1972,NJ1,R,X
2,1972,NJ1,R,X
3,1972,NJ1,D,D
4,1972,NJ1,D,X
5,1972,NJ1,R,R
6,1972,NJ1,R,R
7,1972,NJ1,R,X
8,1972,NJ1,D,D
9,1972,NJ1,D,X
10,1972,NJ1,D,D
11,1972,NJ1,D,D
12,1972,NJ1,R,R
13,1972,NJ1,R,X
14,1972,NJ1,D,D
15,1972,NJ1,D,D
1,1974,NJ1,D,X
2,1974,NJ1,D,X
3,1974,NJ1,D,D
4,1974,NJ1,D,X
5,1974,NJ1,R,R
6,1974,NJ1,R,R
7,1974,NJ1,D,X
8,1974,NJ1,D,D
9,1974,NJ1,D,X
10,1974,NJ1,D,D
11,1974,NJ1,D,D
12,1974,NJ1,R,R
13,1974,NJ1,D,X
14,1974,NJ1,D,D
15,1974,NJ1,D,D
1,1976,NJ1,D,X
2,1976,NJ1,D,X
3,1976,NJ1,D,D
4,1976,NJ1,D,X
5,1976,NJ1,R,R
6,1976,NJ1,R,R
7,1976,NJ1,D,X
8,1976,NJ1,D,D
9,1976,NJ1,R,X
10,1976,NJ1,D,D
11,1976,NJ1,D,D
12,1976,NJ1,R,R
13,1976,NJ1,D,X
14,1976,NJ1,D,D
15,1976,NJ1,D,D
1,1978,NJ1,D,X
2,1978,NJ1,D,X
3,1978,NJ1,D,D
4,1978,NJ1,D,X
5,1978,NJ1,R,R
6,1978,NJ1,R,R
7,1978,NJ1,D,X
8,1978,NJ1,D,D
9,1978,NJ1,R,X
10,1978,NJ1,D,D
11,1978,NJ1,D,D
12,1978,NJ1,R,R
13,1978,NJ1,R,X
14,1978,NJ1,D,D
15,1978,NJ1,D,D
1,1980,NJ1,D,X
2,1980,NJ1,D,X
3,1980,NJ1,D,D
4,1980,NJ1,R,X
5,1980,NJ1,R,R
6,1980,NJ1,R,R
7,1980,NJ1,R,X
8,1980,NJ1,D,D
9,1980,NJ1,R,X
10,1980,NJ1,D,D
11,1980,NJ1,D,D
12,1980,NJ1,R,R
13,1980,NJ1,R,X
14,1980,NJ1,D,D
15,1980,NJ1,D,D
1,1982,NJ2,D,D
2,1982,NJ2,D,D
3,1982,NJ2,D,D
4,1982,NJ2,R,R
5,1982,NJ2,R,R
6,1982,NJ2,D,D
7,1982,NJ2,R,R
8,1982,NJ2,D,D
9,1982,NJ2,D,D
10,1982,NJ2,D,D
11,1982,NJ2,D,D
12,1982,NJ2,R,R
13,1982,NJ2,R,R
14,1982,NJ2,D,D
1,1984,NJ2.1,D,D
2,1984,NJ2.1,D,D
3,1984,NJ2.1,D,D
4,1984,NJ2.1,R,R
5,1984,NJ2.1,R,R
6,1984,NJ2.1,D,D
7,1984,NJ2.1,R,R
8,1984,NJ2.1,D,D
9,1984,NJ2.1,D,D
10,1984,NJ2.1,D,D
11,1984,NJ2.1,R,R
12,1984,NJ2.1,R,R
13,1984,NJ2.1,R,R
14,1984,NJ2.1,D,D
1,1986,NJ2.1,D,D
2,1986,NJ2.1,D,D
3,1986,NJ2.1,D,D
4,1986,NJ2.1,R,R
5,1986,NJ2.1,R,R
6,1986,NJ2.1,D,D
7,1986,NJ2.1,R,R
8,1986,NJ2.1,D,D
9,1986,NJ2.1,D,D
10,1986,NJ2.1,D,D
11,1986,NJ2.1,R,R
12,1986,NJ2.1,R,R
13,1986,NJ2.1,R,R
14,1986,NJ2.1,D,D
1,1988,NJ2.1,D,D
2,1988,NJ2.1,D,D
3,1988,NJ2.1,D,D
4,1988,NJ2.1,R,R
5,1988,NJ2.1,R,R
6,1988,NJ2.1,D,D
7,1988,NJ2.1,R,R
8,1988,NJ2.1,D,D
9,1988,NJ2.1,D,D
10,1988,NJ2.1,D,D
11,1988,NJ2.1,R,R
12,1988,NJ2.1,R,R
13,1988,NJ2.1,R,R
14,1988,NJ2.1,D,D
1,1990,NJ2.1,D,D
2,1990,NJ2.1,D,D
3,1990,NJ2.1,D,D
4,1990,NJ2.1,R,R
5,1990,NJ2.1,R,R
6,1990,NJ2.1,D,D
7,1990,NJ2.1,R,R
8,1990,NJ2.1,D,D
9,1990,NJ2.1,D,D
10,1990,NJ2.1,D,D
11,1990,NJ2.1,R,R
12,1990,NJ2.1,R,R
13,1990,NJ2.1,R,R
14,1990,NJ2.1,D,D
1,1992,NJ3,D,D
2,1992,NJ3,D,X
3,1992,NJ3,R,R
4,1992,NJ3,R,R
5,1992,NJ3,R,R
6,1992,NJ3,D,D
7,1992,NJ3,R,R
8,1992,NJ3,D,X
9,1992,NJ3,D,D
10,1992,NJ3,D,D
11,1992,NJ3,R,R
12,1992,NJ3,R,X
13,1992,NJ3,D,D
1,1994,NJ3,D,D
2,1994,NJ3,R,X
3,1994,NJ3,R,R
4,1994,NJ3,R,R
5,1994,NJ3,R,R
6,1994,NJ3,D,D
7,1994,NJ3,R,R
8,1994,NJ3,R,X
9,1994,NJ3,D,D
10,1994,NJ3,D,D
11,1994,NJ3,R,R
12,1994,NJ3,R,X
13,1994,NJ3,D,D
1,1996,NJ3,D,D
2,1996,NJ3,R,X
3,1996,NJ3,R,R
4,1996,NJ3,R,R
5,1996,NJ3,R,R
6,1996,NJ3,D,D
7,1996,NJ3,R,R
8,1996,NJ3,D,X
9,1996,NJ3,D,D
10,1996,NJ3,D,D
11,1996,NJ3,R,R
12,1996,NJ3,R,X
13,1996,NJ3,D,D
1,1998,NJ3,D,D
2,1998,NJ3,R,X
3,1998,NJ3,R,R
4,1998,NJ3,R,R
5,1998,NJ3,R,R
6,1998,NJ3,D,D
7,1998,NJ3,R,R
8,1998,NJ3,D,X
9,1998,NJ3,D,D
10,1998,NJ3,D,D
11,1998,NJ3,R,R
12,1998,NJ3,D,X
13,1998,NJ3,D,D
1,2000,NJ3,D,D
2,2000,NJ3,R,X
3,2000,NJ3,R,R
4,2000,NJ3,R,R
5,2000,NJ3,R,R
6,2000,NJ3,D,D
7,2000,NJ3,R,R
8,2000,NJ3,D,X
9,2000,NJ3,D,D
10,2000,NJ3,D,D
11,2000,NJ3,R,R
12,2000,NJ3,D,X
13,2000,NJ3,D,D
1,2002,NJ4,D,D
2,2002,NJ4,R,R
3,2002,NJ4,R,X
4,2002,NJ4,R,R
5,2002,NJ4,R,R
6,2002,NJ4,D,D
7,2002,NJ4,R,R
8,2002,NJ4,D,D
9,2002,NJ4,D,D
10,2002,NJ4,D,D
11,2002,NJ4,R,R
12,2002,NJ4,D,D
13,2002,NJ4,D,D
1,2004,NJ4,D,D
2,2004,NJ4,R,R
3,2004,NJ4,R,X
4,2004,NJ4,R,R
5,2004,NJ4,R,R
6,2004,NJ4,D,D
7,2004,NJ4,R,R
8,2004,NJ4,D,D
9,2004,NJ4,D,D
10,2004,NJ4,D,D
11,2004,NJ4,R,R
12,2004,NJ4,D,D
13,2004,NJ4,D,D
1,2006,NJ4,D,D
2,2006,NJ4,R,R
3,2006,NJ4,R,X
4,2006,NJ4,R,R
5,2006,NJ4,R,R
6,2006,NJ4,D,D
7,2006,NJ4,R,R
8,2006,NJ4,D,D
9,2006,NJ4,D,D
10,2006,NJ4,D,D
11,2006,NJ4,R,R
12,2006,NJ4,D,D
13,2006,NJ4,D,D
1,2008,NJ4,D,D
2,2008,NJ4,R,R
3,2008,NJ4,D,X
4,2008,NJ4,R,R
5,2008,NJ4,R,R
6,2008,NJ4,D,D
7,2008,NJ4,R,R
8,2008,NJ4,D,D
9,2008,NJ4,D,D
10,2008,NJ4,D,D
11,2008,NJ4,R,R
12,2008,NJ4,D,D
13,2008,NJ4,D,D
1,2010,NJ4,D,D
2,2010,NJ4,R,R
3,2010,NJ4,R,X
4,2010,NJ4,R,R
5,2010,NJ4,R,R
6,2010,NJ4,D,D
7,2010,NJ4,R,R
8,2010,NJ4,D,D
9,2010,NJ4,D,D
10,2010,NJ4,D,D
11,2010,NJ4,R,R
12,2010,NJ4,D,D
13,2010,NJ4,D,D
1,2012,NJ5,D,D
2,2012,NJ5,R,R
3,2012,NJ5,R,R
4,2012,NJ5,R,R
5,2012,NJ5,R,X
6,2012,NJ5,D,D
7,2012,NJ5,R,R
8,2012,NJ5,D,D
9,2012,NJ5,D,D
10,2012,NJ5,D,D
11,2012,NJ5,R,R
12,2012,NJ5,D,D
1,2014,NJ5,D,D
2,2014,NJ5,R,R
3,2014,NJ5,R,R
4,2014,NJ5,R,R
5,2014,NJ5,R,X
6,2014,NJ5,D,D
7,2014,NJ5,R,R
8,2014,NJ5,D,D
9,2014,NJ5,D,D
10,2014,NJ5,D,D
11,2014,NJ5,R,R
12,2014,NJ5,D,D
1,2016,NJ5,D,D
2,2016,NJ5,R,R
3,2016,NJ5,R,R
4,2016,NJ5,R,R
5,2016,NJ5,D,X
6,2016,NJ5,D,D
7,2016,NJ5,R,R
8,2016,NJ5,D,D
9,2016,NJ5,D,D
10,2016,NJ5,D,D
11,2016,NJ5,R,R
12,2016,NJ5,D,D
1,1972,NY1,D,D
2,1972,NY1,R,R
3,1972,NY1,R,R
4,1972,NY1,R,R
5,1972,NY1,R,R
6,1972,NY1,D,D
7,1972,NY1,D,D
8,1972,NY1,D,D
9,1972,NY1,D,D
10,1972,NY1,D,D
11,1972,NY1,D,D
12,1972,NY1,D,D
13,1972,NY1,D,D
14,1972,NY1,D,D
15,1972,NY1,D,D
16,1972,NY1,D,D
17,1972,NY1,D,D
18,1972,NY1,D,D
19,1972,NY1,D,D
20,1972,NY1,D,D
21,1972,NY1,D,D
22,1972,NY1,D,D
23,1972,NY1,R,R
24,1972,NY1,D,D
25,1972,NY1,R,R
26,1972,NY1,R,R
27,1972,NY1,R,R
28,1972,NY1,D,D
29,1972,NY1,R,R
30,1972,NY1,R,R
31,1972,NY1,R,R
32,1972,NY1,D,D
33,1972,NY1,R,R
34,1972,NY1,R,R
35,1972,NY1,R,R
36,1972,NY1,R,R
37,1972,NY1,D,D
38,1972,NY1,R,R
39,1972,NY1,R,R
1,1974,NY1.1,D,X
2,1974,NY1.1,D,D
3,1974,NY1.1,D,X
4,1974,NY1.1,R,R
5,1974,NY1.1,R,R
6,1974,NY1.1,D,X
7,1974,NY1.1,D,D
8,1974,NY1.1,D,D
9,1974,NY1.1,D,D
10,1974,NY1.1,D,D
11,1974,NY1.1,D,D
12,1974,NY1.1,D,D
13,1974,NY1.1,D,D
14,1974,NY1.1,D,D
15,1974,NY1.1,D,D
16,1974,NY1.1,D,D
17,1974,NY1.1,D,X
18,1974,NY1.1,D,X
19,1974,NY1.1,D,D
20,1974,NY1.1,D,D
21,1974,NY1.1,D,D
22,1974,NY1.1,D,D
23,1974,NY1.1,R,X
24,1974,NY1.1,D,D
25,1974,NY1.1,R,R
26,1974,NY1.1,R,R
27,1974,NY1.1,D,D
28,1974,NY1.1,D,D
29,1974,NY1.1,D,X
30,1974,NY1.1,R,R
31,1974,NY1.1,R,R
32,1974,NY1.1,D,X
33,1974,NY1.1,R,R
34,1974,NY1.1,R,R
35,1974,NY1.1,R,R
36,1974,NY1.1,D,D
37,1974,NY1.1,D,D
38,1974,NY1.1,R,R
39,1974,NY1.1,R,X
1,1976,NY1.1,D,X
2,1976,NY1.1,D,D
3,1976,NY1.1,D,X
4,1976,NY1.1,R,R
5,1976,NY1.1,R,R
6,1976,NY1.1,D,X
7,1976,NY1.1,D,D
8,1976,NY1.1,D,D
9,1976,NY1.1,D,D
10,1976,NY1.1,D,D
11,1976,NY1.1,D,D
12,1976,NY1.1,D,D
13,1976,NY1.1,D,D
14,1976,NY1.1,D,D
15,1976,NY1.1,D,D
16,1976,NY1.1,D,D
17,1976,NY1.1,D,X
18,1976,NY1.1,D,X
19,1976,NY1.1,D,D
20,1976,NY1.1,D,D
21,1976,NY1.1,D,D
22,1976,NY1.1,D,D
23,1976,NY1.1,R,X
24,1976,NY1.1,D,D
25,1976,NY1.1,R,R
26,1976,NY1.1,R,R
27,1976,NY1.1,D,D
28,1976,NY1.1,D,D
29,1976,NY1.1,D,X
30,1976,NY1.1,R,R
31,1976,NY1.1,R,R
32,1976,NY1.1,D,X
33,1976,NY1.1,R,R
34,1976,NY1.1,R,R
35,1976,NY1.1,R,R
36,1976,NY1.1,D,D
37,1976,NY1.1,D,D
38,1976,NY1.1,R,R
39,1976,NY1.1,D,X
1,1978,NY1.1,R,X
2,1978,NY1.1,D,D
3,1978,NY1.1,D,X
4,1978,NY1.1,R,R
5,1978,NY1.1,R,R
6,1978,NY1.1,D,X
7,1978,NY1.1,D,D
8,1978,NY1.1,D,D
9,1978,NY1.1,D,D
10,1978,NY1.1,D,D
11,1978,NY1.1,D,D
12,1978,NY1.1,D,D
13,1978,NY1.1,D,D
14,1978,NY1.1,D,D
15,1978,NY1.1,D,D
16,1978,NY1.1,D,D
17,1978,NY1.1,D,X
18,1978,NY1.1,R,X
19,1978,NY1.1,D,D
20,1978,NY1.1,D,D
21,1978,NY1.1,D,D
22,1978,NY1.1,D,D
23,1978,NY1.1,D,X
24,1978,NY1.1,D,D
25,1978,NY1.1,R,R
26,1978,NY1.1,R,R
27,1978,NY1.1,D,D
28,1978,NY1.1,D,D
29,1978,NY1.1,R,X
30,1978,NY1.1,R,R
31,1978,NY1.1,R,R
32,1978,NY1.1,D,X
33,1978,NY1.1,R,R
34,1978,NY1.1,R,R
35,1978,NY1.1,R,R
36,1978,NY1.1,D,D
37,1978,NY1.1,D,D
38,1978,NY1.1,R,R
39,1978,NY1.1,D,X
1,1980,NY1.1,R,X
2,1980,NY1.1,D,D
3,1980,NY1.1,R,X
4,1980,NY1.1,R,R
5,1980,NY1.1,R,R
6,1980,NY1.1,R,X
7,1980,NY1.1,D,D
8,1980,NY1.1,D,D
9,1980,NY1.1,D,D
10,1980,NY1.1,D,D
11,1980,NY1.1,D,D
12,1980,NY1.1,D,D
13,1980,NY1.1,D,D
14,1980,NY1.1,D,D
15,1980,NY1.1,D,D
16,1980,NY1.1,D,D
17,1980,NY1.1,R,X
18,1980,NY1.1,R,X
19,1980,NY1.1,D,D
20,1980,NY1.1,D,D
21,1980,NY1.1,D,D
22,1980,NY1.1,D,D
23,1980,NY1.1,D,X
24,1980,NY1.1,D,D
25,1980,NY1.1,R,R
26,1980,NY1.1,R,R
27,1980,NY1.1,D,D
28,1980,NY1.1,D,D
29,1980,NY1.1,R,X
30,1980,NY1.1,R,R
31,1980,NY1.1,R,R
32,1980,NY1.1,R,X
33,1980,NY1.1,R,R
34,1980,NY1.1,R,R
35,1980,NY1.1,R,R
36,1980,NY1.1,D,D
37,1980,NY1.1,D,D
38,1980,NY1.1,R,R
39,1980,NY1.1,D,X
1,1982,NY2,R,X
2,1982,NY2,D,D
3,1982,NY2,D,D
4,1982,NY2,R,R
5,1982,NY2,R,R
6,1982,NY2,D,D
7,1982,NY2,D,D
8,1982,NY2,D,D
9,1982,NY2,D,D
10,1982,NY2,D,D
11,1982,NY2,D,D
12,1982,NY2,D,D
13,1982,NY2,D,D
14,1982,NY2,R,R
15,1982,NY2,R,R
16,1982,NY2,D,D
17,1982,NY2,D,D
18,1982,NY2,D,D
19,1982,NY2,D,X
20,1982,NY2,D,X
21,1982,NY2,R,R
22,1982,NY2,R,R
23,1982,NY2,D,D
24,1982,NY2,R,R
25,1982,NY2,R,R
26,1982,NY2,R,R
27,1982,NY2,R,R
28,1982,NY2,D,D
29,1982,NY2,R,R
30,1982,NY2,R,X
31,1982,NY2,R,R
32,1982,NY2,D,D
33,1982,NY2,D,D
34,1982,NY2,D,X
1,1984,NY2,R,X
2,1984,NY2,D,D
3,1984,NY2,D,D
4,1984,NY2,R,R
5,1984,NY2,R,R
6,1984,NY2,D,D
7,1984,NY2,D,D
8,1984,NY2,D,D
9,1984,NY2,D,D
10,1984,NY2,D,D
11,1984,NY2,D,D
12,1984,NY2,D,D
13,1984,NY2,D,D
14,1984,NY2,R,R
15,1984,NY2,R,R
16,1984,NY2,D,D
17,1984,NY2,D,D
18,1984,NY2,D,D
19,1984,NY2,R,X
20,1984,NY2,R,X
21,1984,NY2,R,R
22,1984,NY2,R,R
23,1984,NY2,D,D
24,1984,NY2,R,R
25,1984,NY2,R,R
26,1984,NY2,R,R
27,1984,NY2,R,R
28,1984,NY2,D,D
29,1984,NY2,R,R
30,1984,NY2,R,X
31,1984,NY2,R,R
32,1984,NY2,D,D
33,1984,NY2,D,D
34,1984,NY2,D,X
1,1986,NY2,D,X
2,1986,NY2,D,D
3,1986,NY2,D,D
4,1986,NY2,R,R
5,1986,NY2,R,R
6,1986,NY2,D,D
7,1986,NY2,D,D
8,1986,NY2,D,D
9,1986,NY2,D,D
10,1986,NY2,D,D
11,1986,NY2,D,D
12,1986,NY2,D,D
13,1986,NY2,D,D
14,1986,NY2,R,R
15,1986,NY2,R,R
16,1986,NY2,D,D
17,1986,NY2,D,D
18,1986,NY2,D,D
19,1986,NY2,D,X
20,1986,NY2,R,X
21,1986,NY2,R,R
22,1986,NY2,R,R
23,1986,NY2,D,D
24,1986,NY2,R,R
25,1986,NY2,R,R
26,1986,NY2,R,R
27,1986,NY2,R,R
28,1986,NY2,D,D
29,1986,NY2,R,R
30,1986,NY2,D,X
31,1986,NY2,R,R
32,1986,NY2,D,D
33,1986,NY2,D,D
34,1986,NY2,R,X
1,1988,NY2,D,X
2,1988,NY2,D,D
3,1988,NY2,D,D
4,1988,NY2,R,R
5,1988,NY2,R,R
6,1988,NY2,D,D
7,1988,NY2,D,D
8,1988,NY2,D,D
9,1988,NY2,D,D
10,1988,NY2,D,D
11,1988,NY2,D,D
12,1988,NY2,D,D
13,1988,NY2,D,D
14,1988,NY2,R,R
15,1988,NY2,R,R
16,1988,NY2,D,D
17,1988,NY2,D,D
18,1988,NY2,D,D
19,1988,NY2,D,X
20,1988,NY2,D,X
21,1988,NY2,R,R
22,1988,NY2,R,R
23,1988,NY2,D,D
24,1988,NY2,R,R
25,1988,NY2,R,R
26,1988,NY2,R,R
27,1988,NY2,R,R
28,1988,NY2,D,D
29,1988,NY2,R,R
30,1988,NY2,D,X
31,1988,NY2,R,R
32,1988,NY2,D,D
33,1988,NY2,D,D
34,1988,NY2,R,X
1,1990,NY2,D,X
2,1990,NY2,D,D
3,1990,NY2,D,D
4,1990,NY2,R,R
5,1990,NY2,R,R
6,1990,NY2,D,D
7,1990,NY2,D,D
8,1990,NY2,D,D
9,1990,NY2,D,D
10,1990,NY2,D,D
11,1990,NY2,D,D
12,1990,NY2,D,D
13,1990,NY2,D,D
14,1990,NY2,R,R
15,1990,NY2,R,R
16,1990,NY2,D,D
17,1990,NY2,D,D
18,1990,NY2,D,D
19,1990,NY2,D,X
20,1990,NY2,D,X
21,1990,NY2,R,R
22,1990,NY2,R,R
23,1990,NY2,D,D
24,1990,NY2,R,R
25,1990,NY2,R,R
26,1990,NY2,R,R
27,1990,NY2,R,R
28,1990,NY2,D,D
29,1990,NY2,R,R
30,1990,NY2,D,X
31,1990,NY2,R,R
32,1990,NY2,D,D
33,1990,NY2,D,D
34,1990,NY2,R,X
1,1992,NY3,D,X
2,1992,NY3,R,R
3,1992,NY3,R,R
4,1992,NY3,R,X
5,1992,NY3,D,D
6,1992,NY3,D,D
7,1992,NY3,D,D
8,1992,NY3,D,D
9,1992,NY3,D,D
10,1992,NY3,D,D
11,1992,NY3,D,D
12,1992,NY3,D,D
13,1992,NY3,R,R
14,1992,NY3,D,D
15,1992,NY3,D,D
16,1992,NY3,D,D
17,1992,NY3,D,D
18,1992,NY3,D,D
19,1992,NY3,R,R
20,1992,NY3,R,R
21,1992,NY3,D,D
22,1992,NY3,R,R
23,1992,NY3,R,R
24,1992,NY3,R,R
25,1992,NY3,R,R
26,1992,NY3,D,D
27,1992,NY3,R,R
28,1992,NY3,D,D
29,1992,NY3,D,D
30,1992,NY3,R,R
31,1992,NY3,R,R
1,1994,NY3,R,X
2,1994,NY3,R,R
3,1994,NY3,R,R
4,1994,NY3,R,X
5,1994,NY3,D,D
6,1994,NY3,D,D
7,1994,NY3,D,D
8,1994,NY3,D,D
9,1994,NY3,D,D
10,1994,NY3,D,D
11,1994,NY3,D,D
12,1994,NY3,D,D
13,1994,NY3,R,R
14,1994,NY3,D,D
15,1994,NY3,D,D
16,1994,NY3,D,D
17,1994,NY3,D,D
18,1994,NY3,D,D
19,1994,NY3,R,R
20,1994,NY3,R,R
21,1994,NY3,D,D
22,1994,NY3,R,R
23,1994,NY3,R,R
24,1994,NY3,R,R
25,1994,NY3,R,R
26,1994,NY3,D,D
27,1994,NY3,R,R
28,1994,NY3,D,D
29,1994,NY3,D,D
30,1994,NY3,R,R
31,1994,NY3,R,R
1,1996,NY3,R,X
2,1996,NY3,R,R
3,1996,NY3,R,R
4,1996,NY3,D,X
5,1996,NY3,D,D
6,1996,NY3,D,D
7,1996,NY3,D,D
8,1996,NY3,D,D
9,1996,NY3,D,D
10,1996,NY3,D,D
11,1996,NY3,D,D
12,1996,NY3,D,D
13,1996,NY3,R,R
14,1996,NY3,D,D
15,1996,NY3,D,D
16,1996,NY3,D,D
17,1996,NY3,D,D
18,1996,NY3,D,D
19,1996,NY3,R,R
20,1996,NY3,R,R
21,1996,NY3,D,D
22,1996,NY3,R,R
23,1996,NY3,R,R
24,1996,NY3,R,R
25,1996,NY3,R,R
26,1996,NY3,D,D
27,1996,NY3,R,R
28,1996,NY3,D,D
29,1996,NY3,D,D
30,1996,NY3,R,R
31,1996,NY3,R,R
1,1998,NY3.1,R,R
2,1998,NY3.1,R,X
3,1998,NY3.1,R,R
4,1998,NY3.1,D,D
5,1998,NY3.1,D,D
6,1998,NY3.1,D,D
7,1998,NY3.1,D,D
8,1998,NY3.1,D,D
9,1998,NY3.1,D,D
10,1998,NY3.1,D,D
11,1998,NY3.1,D,D
12,1998,NY3.1,D,D
13,1998,NY3.1,R,R
14,1998,NY3.1,D,D
15,1998,NY3.1,D,D
16,1998,NY3.1,D,D
17,1998,NY3.1,D,D
18,1998,NY3.1,D,D
19,1998,NY3.1,R,R
20,1998,NY3.1,R,R
21,1998,NY3.1,D,D
22,1998,NY3.1,R,R
23,1998,NY3.1,R,R
24,1998,NY3.1,R,R
25,1998,NY3.1,R,R
26,1998,NY3.1,D,D
27,1998,NY3.1,R,R
28,1998,NY3.1,D,D
29,1998,NY3.1,D,D
30,1998,NY3.1,R,R
31,1998,NY3.1,R,R
1,2000,NY3.1,R,R
2,2000,NY3.1,D,X
3,2000,NY3.1,R,R
4,2000,NY3.1,D,D
5,2000,NY3.1,D,D
6,2000,NY3.1,D,D
7,2000,NY3.1,D,D
8,2000,NY3.1,D,D
9,2000,NY3.1,D,D
10,2000,NY3.1,D,D
11,2000,NY3.1,D,D
12,2000,NY3.1,D,D
13,2000,NY3.1,R,R
14,2000,NY3.1,D,D
15,2000,NY3.1,D,D
16,2000,NY3.1,D,D
17,2000,NY3.1,D,D
18,2000,NY3.1,D,D
19,2000,NY3.1,R,R
20,2000,NY3.1,R,R
21,2000,NY3.1,D,D
22,2000,NY3.1,R,R
23,2000,NY3.1,R,R
24,2000,NY3.1,R,R
25,2000,NY3.1,R,R
26,2000,NY3.1,D,D
27,2000,NY3.1,R,R
28,2000,NY3.1,D,D
29,2000,NY3.1,D,D
30,2000,NY3.1,R,R
31,2000,NY3.1,R,R
1,2002,NY4,D,D
2,2002,NY4,D,D
3,2002,NY4,R,R
4,2002,NY4,D,D
5,2002,NY4,D,D
6,2002,NY4,D,D
7,2002,NY4,D,D
8,2002,NY4,D,D
9,2002,NY4,D,D
10,2002,NY4,D,D
11,2002,NY4,D,D
12,2002,NY4,D,D
13,2002,NY4,R,X
14,2002,NY4,D,D
15,2002,NY4,D,D
16,2002,NY4,D,D
17,2002,NY4,D,D
18,2002,NY4,D,D
19,2002,NY4,R,X
20,2002,NY4,R,X
21,2002,NY4,D,D
22,2002,NY4,D,D
23,2002,NY4,R,X
24,2002,NY4,R,X
25,2002,NY4,R,X
26,2002,NY4,R,R
27,2002,NY4,R,X
28,2002,NY4,D,D
29,2002,NY4,R,X
1,2004,NY4,D,D
2,2004,NY4,D,D
3,2004,NY4,R,R
4,2004,NY4,D,D
5,2004,NY4,D,D
6,2004,NY4,D,D
7,2004,NY4,D,D
8,2004,NY4,D,D
9,2004,NY4,D,D
10,2004,NY4,D,D
11,2004,NY4,D,D
12,2004,NY4,D,D
13,2004,NY4,R,X
14,2004,NY4,D,D
15,2004,NY4,D,D
16,2004,NY4,D,D
17,2004,NY4,D,D
18,2004,NY4,D,D
19,2004,NY4,R,X
20,2004,NY4,R,X
21,2004,NY4,D,D
22,2004,NY4,D,D
23,2004,NY4,R,X
24,2004,NY4,R,X
25,2004,NY4,R,X
26,2004,NY4,R,R
27,2004,NY4,D,X
28,2004,NY4,D,D
29,2004,NY4,R,X
1,2006,NY4,D,D
2,2006,NY4,D,D
3,2006,NY4,R,R
4,2006,NY4,D,D
5,2006,NY4,D,D
6,2006,NY4,D,D
7,2006,NY4,D,D
8,2006,NY4,D,D
9,2006,NY4,D,D
10,2006,NY4,D,D
11,2006,NY4,D,D
12,2006,NY4,D,D
13,2006,NY4,R,X
14,2006,NY4,D,D
15,2006,NY4,D,D
16,2006,NY4,D,D
17,2006,NY4,D,D
18,2006,NY4,D,D
19,2006,NY4,D,X
